h_1171,theta_1171,h_1170,theta_1170,h_1168,theta_1168,h_1133,theta_1133
266.65,0.102885929,276.15,0.188510083,271.05,0.012953909,109.65,0.161837651
267.05,0.102847206,276.65,0.188475251,271.7,0.012913045,110,0.161567857
267.55,0.102808484,277.05,0.188405588,272.3,0.012872181,110.25,0.16141369
267.95,0.102769761,277.5,0.188335924,273,0.012790453,110.4,0.161182438
268.4,0.102769761,277.95,0.188335924,273.45,0.012749589,110.7,0.160912644
268.85,0.102692316,278.4,0.18826626,274.05,0.012708725,111,0.160758477
269.4,0.102692316,278.85,0.188231428,274.7,0.012626997,111.2,0.160488683
269.8,0.102614871,279.3,0.188196596,275.25,0.012626997,111.5,0.160257431
270.3,0.102576148,279.75,0.188196596,275.9,0.012545269,111.75,0.160026179
270.8,0.102537426,280.2,0.188126933,276.5,0.012504404,111.95,0.159794928
271.35,0.102498703,280.65,0.188092101,277.1,0.012381812,112.3,0.159602218
271.65,0.102459981,281.15,0.188057269,277.7,0.012381812,112.55,0.159409508
272.2,0.102459981,281.55,0.187987605,278.3,0.012340948,112.85,0.159101173
272.65,0.102421258,282,0.187952773,279.05,0.012340948,113.15,0.158908463
272.95,0.102382535,282.45,0.187917941,279.7,0.01225922,113.45,0.158638669
273.45,0.102343813,282.9,0.187917941,280.4,0.01225922,113.7,0.158445959
273.85,0.10230509,283.4,0.187848278,281,0.012177492,114.05,0.158176166
274.15,0.102266368,283.85,0.187813446,281.7,0.012136628,114.3,0.157906372
274.55,0.102227645,284.3,0.187778614,282.5,0.012136628,114.6,0.157636578
274.9,0.1021502,284.85,0.187743782,283.15,0.012014036,114.9,0.157443869
275.15,0.102111477,285.3,0.18770895,283.85,0.011973172,115.2,0.157212617
275.6,0.102072755,285.8,0.187639286,284.5,0.011973172,115.5,0.156942823
275.95,0.102034032,286.25,0.187639286,285.1,0.011891443,115.75,0.156788656
276.4,0.101995309,286.6,0.187569623,285.7,0.011850579,116.1,0.15648032
276.8,0.101956587,287.05,0.187499959,286.3,0.011809715,116.35,0.156249068
277.25,0.101956587,287.4,0.187499959,286.8,0.011768851,116.7,0.156017817
277.6,0.101956587,287.85,0.187465127,287.35,0.011687123,117,0.155748023
278,0.101879142,288.15,0.187395463,287.9,0.011646259,117.4,0.155555313
278.5,0.101840419,288.5,0.187430295,288.4,0.011646259,117.7,0.155246978
278.95,0.101801696,288.8,0.1873258,288.9,0.011564531,118,0.155015726
279.35,0.101724251,289.1,0.1873258,289.55,0.011523667,118.35,0.154784474
279.8,0.101685529,289.45,0.187256136,290.1,0.011441939,118.65,0.154476139
280.25,0.101608084,289.75,0.187256136,290.8,0.011401075,119,0.154244887
280.75,0.101608084,289.8,0.187186472,291.4,0.011401075,119.25,0.154013635
281.15,0.101569361,290.1,0.187116808,292.15,0.011319347,119.6,0.153743841
281.5,0.101491916,290.45,0.187081976,292.75,0.011278482,119.9,0.151662576
281.85,0.101453193,290.75,0.187047145,293.35,0.011237618,120.25,0.153242796
282.25,0.101414471,291.1,0.187047145,294.05,0.011196754,120.55,0.152973002
282.45,0.101375748,291.45,0.186977481,294.65,0.01115589,120.9,0.152741751
283,0.101337025,291.7,0.186942649,295.25,0.011074162,121.2,0.152549041
283.55,0.10125958,292.05,0.186838153,295.95,0.011033298,121.5,0.152240705
284,0.101220858,292.5,0.186838153,296.6,0.01095157,121.85,0.152009454
284.5,0.101182135,292.75,0.186803322,297.2,0.010910706,122.15,0.15173966
285,0.101143412,293.1,0.18676849,297.65,0.010828978,122.5,0.15154695
285.45,0.101065967,293.3,0.186663994,298.15,0.010788114,122.85,0.151238615
285.9,0.101065967,293.65,0.186629162,298.75,0.01074725,123.1,0.151045905
286.35,0.101027245,293.95,0.18659433,299.5,0.01074725,123.4,0.150814653
286.9,0.100911077,294.2,0.186559498,300.1,0.010665521,123.75,0.150506318
287.4,0.100872354,294.6,0.186489835,300.85,0.010583793,124.05,0.150275066
287.75,0.100833632,294.95,0.186455003,301.55,0.010542929,124.4,0.150005272
288.3,0.100833632,295.2,0.186420171,302.2,0.010502065,124.75,0.149812562
288.95,0.100756186,295.6,0.186350507,303,0.010420337,125,0.149542769
289.45,0.100717464,295.95,0.186315675,303.55,0.010379473,125.3,0.149311517
289.85,0.100640019,296.25,0.186280843,304.25,0.010338609,125.6,0.149080265
290.55,0.100640019,296.65,0.186246012,304.95,0.010297745,125.95,0.148810472
291.15,0.100562574,297,0.186176348,305.65,0.010175153,126.35,0.148540678
291.8,0.100523851,297.4,0.186106684,306.5,0.010134289,126.6,0.148309426
292.6,0.100446406,297.85,0.186071852,307.4,0.010093425,126.9,0.148039633
293.55,0.100485128,298.3,0.18603702,308.15,0.010011696,127.2,0.147808381
294.25,0.100407683,298.7,0.186002188,308.95,0.009970832,127.45,0.147577129
294.8,0.100407683,299.15,0.185932525,309.9,0.009929968,127.8,0.147345878
295.6,0.100330238,299.65,0.185897693,310.75,0.00984824,128.05,0.147076084
296.3,0.100291515,300.15,0.185828029,311.65,0.009807376,128.4,0.146844832
296.95,0.100252793,300.65,0.185793197,312.5,0.009725648,128.7,0.146613581
297.55,0.100175348,301.15,0.185758365,313.5,0.009684784,129,0.146382329
298.4,0.100136625,301.7,0.185723534,314.55,0.00964392,129.25,0.146112535
299.05,0.100097902,302.25,0.18565387,315.65,0.009562192,129.55,0.145919825
299.9,0.100097902,303,0.185619038,316.8,0.009562192,129.85,0.145650032
300.55,0.100097902,303.7,0.185549374,317.9,0.009480464,130.15,0.14364585
301.3,0.10005918,304.3,0.185584206,318.9,0.009439599,130.4,0.145264612
302.05,0.099981735,304.9,0.18547971,320,0.009398735,130.75,0.144994819
302.8,0.099981735,305.45,0.185444879,321.1,0.009317007,131.1,0.144802109
303.7,0.099904289,306.05,0.185375215,321.95,0.009317007,131.4,0.144570857
304.5,0.099904289,306.6,0.185375215,323.3,0.009235279,131.7,0.144378147
305.3,0.099788122,307.15,0.185305551,324.55,0.009153551,131.95,0.144108354
306.05,0.099826844,307.85,0.185270719,325.8,0.009153551,132.25,0.142027088
306.95,0.099826844,308.45,0.185235887,327,0.009112687,132.45,0.141872921
307.7,0.099749399,309.1,0.185201055,328.3,0.009030959,132.75,0.142528134
308.35,0.099710676,309.65,0.185201055,329.6,0.008990095,133,0.143221889
309.25,0.099671954,310.35,0.185131392,330.8,0.008949231,133.2,0.141102082
310.05,0.099633231,310.95,0.185061728,332.1,0.008908367,133.45,0.140986456
310.9,0.099594509,311.55,0.185061728,333.45,0.008867503,133.7,0.142605218
311.8,0.099594509,312.2,0.184992064,334.7,0.008826638,134,0.140523952
312.6,0.099517064,312.85,0.185026896,336,0.008785774,134.2,0.140369785
313.35,0.099478341,313.4,0.184957232,337.3,0.00874491,134.5,0.141950005
314.1,0.099362173,314.05,0.184922401,338.65,0.008704046,134.75,0.139984365
314.8,0.099400896,314.7,0.184887569,340,0.008663182,135,0.141603127
315.6,0.099400896,315.3,0.184852737,341.3,0.008622318,135.25,0.139560404
316.45,0.099284728,315.85,0.184783073,342.5,0.008581454,135.45,0.139367694
317.2,0.099323451,316.5,0.184748241,343.85,0.00854059,135.7,0.14106354
318,0.099284728,317.1,0.184748241,345.05,0.00854059,135.95,0.14087083
318.8,0.099246005,317.7,0.184678577,346.4,0.008458862,136.3,0.138789565
319.5,0.099207283,318.3,0.184643746,347.6,0.008377134,136.5,0.140523952
320.4,0.099207283,318.8,0.184574082,348.7,0.00833627,136.75,0.139521862
321.25,0.099129838,319.35,0.184574082,349.9,0.008295406,136.9,0.138365603
322.1,0.099129838,319.9,0.18453925,351.1,0.008254542,137.15,0.139984365
322.95,0.099091115,320.4,0.184504418,345.4,0.008213677,137.4,0.138057268
323.8,0.099052392,320.95,0.184469586,347,0.008172813,137.65,0.137787474
324.6,0.09901367,321.55,0.184434754,348.7,0.008131949,137.9,0.137671848
325.55,0.098974947,322.1,0.184365091,350.2,0.008091085,138.05,0.137479138
326.35,0.098936225,322.65,0.184365091,351.5,0.008050221,138.25,0.13732497
327.2,0.098974947,323.25,0.184365091,352.85,0.008050221,138.6,0.137170803
328.05,0.098858779,323.75,0.184295427,354.15,0.007968493,138.8,0.136978093
328.85,0.098858779,324.25,0.184260595,355.4,0.007927629,139,0.136901009
329.55,0.098820057,324.85,0.184225763,356.75,0.007886765,139.2,0.138558313
330.45,0.098781334,325.35,0.184190931,358.05,0.007886765,139.45,0.138365603
331.35,0.098742612,325.85,0.184190931,359.35,0.007845901,139.7,0.138211435
332.2,0.098742612,326.55,0.184190931,360.8,0.007764173,139.95,0.136207254
333.05,0.098626444,327.2,0.184121267,362,0.007764173,140.15,0.137941642
333.9,0.098626444,327.75,0.184051604,363.45,0.007682445,140.4,0.137748932
334.9,0.098587721,328.3,0.184051604,364.8,0.00764158,140.65,0.137633306
335.75,0.098548999,328.85,0.183947108,366.1,0.007600716,140.85,0.137479138
336.85,0.098510276,329.5,0.183947108,367.5,0.007559852,141.05,0.13732497
337.6,0.098471554,330.05,0.183877444,368.8,0.007518988,141.25,0.137132261
338.55,0.098432831,330.65,0.183912276,370.25,0.00743726,141.5,0.13613017
339.45,0.098432831,331.2,0.183842613,371.65,0.00743726,141.65,0.134973911
340.35,0.098394108,331.85,0.183807781,373,0.007355532,141.95,0.136669757
341.05,0.098316663,332.4,0.183772949,374.35,0.007314668,142.15,0.136477048
342.1,0.098316663,333,0.183703285,375.75,0.007314668,142.35,0.13632288
343,0.098239218,333.55,0.183703285,377.15,0.00723294,142.55,0.136245796
343.85,0.098277941,334.15,0.183668453,378.6,0.00723294,142.8,0.136053086
344.75,0.098200495,334.75,0.183633621,379.9,0.007192076,142.95,0.134048905
345.6,0.098200495,335.25,0.183563958,381.35,0.007069484,143.2,0.134010363
346.6,0.09812305,335.85,0.183563958,382.7,0.007069484,143.4,0.134858286
347.3,0.09812305,336.4,0.183529126,383.9,0.007069484,143.55,0.135552041
348.1,0.09812305,336.9,0.183459462,383.55,0.007028619,143.8,0.133547859
349.15,0.098045605,337.45,0.18342463,383.3,0.006946891,144.05,0.134395782
349.95,0.098045605,337.95,0.183389798,385.05,0.006865163,144.2,0.135128079
350.95,0.09796816,338.45,0.183389798,386.7,0.006865163,144.5,0.133085356
351.95,0.09796816,338.95,0.183354966,388.45,0.006824299,144.65,0.134858286
352.95,0.09796816,339.45,0.183320134,389.9,0.006783435,144.9,0.134704118
353.9,0.097890715,339.85,0.183285303,391.35,0.006783435,145.15,0.134511408
354.85,0.097851992,340.35,0.183250471,392.75,0.006742571,145.35,0.134434324
355.85,0.097851992,340.9,0.183215639,394.2,0.006701707,145.55,0.134318698
356.6,0.097813269,341.35,0.183180807,395.65,0.006619979,145.75,0.134203072
357.5,0.097774547,341.8,0.183145975,397.1,0.006619979,146,0.132237433
358.55,0.097774547,342.3,0.183145975,398.5,0.006619979,146.2,0.133933279
359.55,0.097735824,342.75,0.183111143,399.95,0.006579115,146.4,0.133779111
360.4,0.097697102,343.25,0.183076311,401.25,0.006497387,146.55,0.133663485
361.4,0.097697102,343.75,0.183006648,402.65,0.006456523,146.8,0.131697846
362,0.097619656,344.2,0.183006648,404.15,0.006415658,147,0.133393691
363.2,0.097580934,344.65,0.182971816,405.55,0.006415658,147.15,0.133316608
364.2,0.097542211,345,0.182936984,407,0.006374794,147.35,0.133200982
365.25,0.097542211,345.45,0.182936984,408.35,0.00633393,147.6,0.131312426
366.2,0.097542211,345.95,0.18286732,409.7,0.006293066,147.8,0.132931188
367.2,0.097503489,346.25,0.182832488,410.95,0.006252202,148,0.132815562
368.1,0.097426044,346.6,0.182797656,412.35,0.006211338,148.2,0.132699936
369.1,0.097426044,347,0.182762825,413.75,0.006170474,148.45,0.132545769
370.2,0.097387321,347.3,0.182762825,415,0.00612961,148.65,0.132468685
371.1,0.097348598,347.7,0.182693161,416.3,0.00612961,148.85,0.131505136
372,0.097309876,348.1,0.182658329,417.65,0.006088746,149.1,0.132198891
372.85,0.097271153,348.55,0.182623497,418.85,0.006007018,149.25,0.130271793
374,0.097232431,348.9,0.182623497,420.1,0.006007018,149.5,0.132006181
375.05,0.097271153,349.35,0.182623497,421.3,0.00592529,149.65,0.131890555
376,0.097193708,349.75,0.182519001,422.55,0.00592529,149.85,0.131736388
376.9,0.097154985,350.25,0.182553833,423.95,0.005884426,150.1,0.131620762
377.8,0.097116263,350.6,0.182519001,425.15,0.005843562,150.25,0.129693664
378.85,0.097154985,351,0.18248417,426.4,0.005761833,150.5,0.129578038
379.8,0.097116263,351.4,0.182449338,427.65,0.005761833,150.75,0.129500954
380.75,0.09707754,351.9,0.182414506,428.95,0.005639241,150.9,0.129346787
381.75,0.097038818,352.25,0.182379674,430.2,0.005720969,151.15,0.129269703
382.75,0.097000095,352.6,0.182379674,431.45,0.005639241,151.4,0.129076993
383.7,0.097000095,352.95,0.18231001,432.75,0.005598377,151.55,0.128961367
384.35,0.097038818,353.3,0.182275178,433.35,0.005598377,151.8,0.128884283
385.4,0.096961372,353.65,0.182205515,434.6,0.005516649,152,0.128768657
386.35,0.096961372,353.95,0.182205515,435.8,0.005475785,152.2,0.128691573
387.45,0.09692265,354.35,0.182170683,436.95,0.005394057,152.45,0.128537406
388.25,0.09692265,354.7,0.182170683,438.1,0.005394057,152.6,0.12842178
389.15,0.096845205,355,0.182135851,439.35,0.005394057,152.8,0.128344696
390.25,0.096845205,355.3,0.182101019,440.6,0.005434921,153.05,0.128151986
391.1,0.096845205,355.6,0.182101019,441.65,0.005353193,153.3,0.12803636
392.15,0.096845205,355.9,0.182101019,442.8,0.005271465,153.45,0.127997818
393.05,0.096806482,356.1,0.182066187,443.95,0.005271465,153.7,0.127805109
394,0.096729037,356.35,0.182031355,444.95,0.005271465,153.85,0.127728025
394.75,0.096767759,356.55,0.182031355,446.05,0.005230601,154.1,0.127650941
395.6,0.096690314,356.95,0.182031355,447.3,0.005230601,154.35,0.127496773
396.6,0.096690314,357.3,0.181961692,448.55,0.005189736,154.5,0.129192619
397.6,0.096690314,357.6,0.18192686,449.55,0.005148872,154.75,0.128267612
398.6,0.096729037,357.9,0.18192686,450.65,0.005148872,155,0.128999909
399.45,0.096651592,358.15,0.181892028,451.7,0.005108008,155.2,0.128884283
400.4,0.096574146,358.4,0.181857196,452.8,0.005067144,155.45,0.128768657
401.2,0.096574146,,,453.8,0.00502628,155.6,0.12861449
402,0.096535424,,,454.85,0.00502628,155.8,0.128575948
403,0.096535424,,,455.8,0.00502628,156.05,0.126610308
403.85,0.096496701,,,456.85,0.004985416,156.25,0.126494682
404.7,0.096496701,,,457.8,0.004985416,156.45,0.126379056
405.6,0.096457979,,,458.7,0.004944552,156.7,0.126263431
406.55,0.096419256,,,459.7,0.004944552,156.95,0.126147805
407.5,0.096419256,,,460.65,0.004862824,157.1,0.126070721
408.35,0.096341811,,,461.5,0.004862824,157.3,0.125955095
409.25,0.096341811,,,462.4,0.00482196,157.6,0.127612399
409.9,0.096303088,,,463.25,0.004781096,157.75,0.125723843
411,0.096264366,,,464.1,0.004740232,157.95,0.125569675
412,0.096225643,,,464.9,0.004699368,158.2,0.125492592
413,0.096225643,,,465.75,0.004699368,158.4,0.127188437
414,0.096186921,,,466.65,0.004658504,158.6,0.12526134
415,0.096148198,,,467.5,0.00461764,158.9,0.125145714
416.15,0.096109475,,,468.3,0.004576775,159.05,0.12684156
417.1,0.096070753,,,469.2,0.004535911,159.25,0.124914462
418.3,0.09603203,,,469.9,0.004535911,159.45,0.124837378
419.3,0.096070753,,,470.7,0.004454183,159.7,0.124683211
420.15,0.09603203,,,471.5,0.004454183,159.85,0.124606127
421.3,0.095993308,,,472.45,0.004413319,160.1,0.126301973
422.4,0.095993308,,,473.25,0.004372455,160.35,0.124413417
423.4,0.095954585,,,474.1,0.004331591,160.55,0.124297791
424.45,0.095915862,,,475.05,0.004331591,160.75,0.124143623
425.45,0.09587714,,,475.95,0.004249863,161,0.125878011
426.6,0.09587714,,,476.9,0.004249863,161.25,0.125800927
427.75,0.095838417,,,477.8,0.004208999,161.45,0.123912372
428.9,0.095799695,,,478.6,0.004208999,161.7,0.125569675
429.95,0.095838417,,,479.5,0.004168135,161.9,0.12368112
431,0.095799695,,,480.25,0.004127271,162.1,0.123565494
432.2,0.095722249,,,481.05,0.004086407,162.35,0.12348841
433.2,0.095722249,,,481.9,0.004045543,162.55,0.124374875
434.35,0.095683527,,,482.65,0.003963814,162.8,0.125107172
435.45,0.095683527,,,483.5,0.003963814,163.05,0.124991546
436.55,0.095644804,,,484.3,0.003963814,163.3,0.12487592
437.6,0.095567359,,,485.1,0.003882086,163.45,0.124798836
438.75,0.095567359,,,485.9,0.00392295,163.7,0.122833197
439.85,0.095489914,,,486.7,0.003882086,163.95,0.124606127
440.9,0.095489914,,,487.45,0.003882086,164.15,0.124490501
442.05,0.095489914,,,488.25,0.003800358,164.4,0.122601945
443.1,0.095412469,,,489.05,0.003759494,164.6,0.122486319
443.8,0.095412469,,,489.75,0.00371863,164.85,0.122409236
445.05,0.095373746,,,490.5,0.00371863,165.05,0.122332152
446.2,0.095373746,,,491.3,0.00371863,165.35,0.122216526
447.35,0.095373746,,,492,0.003636902,165.55,0.123950914
448.3,0.095335023,,,492.8,0.003596038,165.75,0.122023816
449.5,0.095257578,,,493.6,0.003596038,166,0.123719662
450.3,0.095335023,,,494.2,0.00351431,166.2,0.121869648
451.4,0.095257578,,,494.95,0.003473446,166.4,0.121792564
452.55,0.095218856,,,,,166.55,0.123526952
453.65,0.095180133,,,,,166.85,0.123411326
454.45,0.095102688,,,,,167.05,0.123334242
455.7,0.095141411,,,,,167.35,0.123218616
456.9,0.095102688,,,,,167.6,0.123218616
457.9,0.095102688,,,,,167.8,0.123064449
458.95,0.095063965,,,,,168,0.122948823
459.9,0.095063965,,,,,168.2,0.121137351
461,0.095025243,,,,,168.45,0.122833197
462.05,0.094947798,,,,,168.65,0.122717571
462.8,0.09498652,,,,,168.85,0.120829016
463.95,0.094947798,,,,,169.15,0.120751932
465.05,0.094909075,,,,,169.35,0.120674848
465.95,0.094909075,,,,,169.6,0.12052068
467,0.094870352,,,,,169.8,0.120443596
468.05,0.094870352,,,,,170.05,0.120366512
468.95,0.094870352,,,,,170.35,0.12032797
470,0.09483163,,,,,170.55,0.120173802
470.95,0.094792907,,,,,170.75,0.12190819
472,0.094754185,,,,,170.95,0.121946732
472.9,0.094754185,,,,,171.25,0.121792564
474,0.094715462,,,,,171.45,0.119788383
475,0.094638017,,,,,171.7,0.121561313
475.7,0.094676739,,,,,172,0.121522771
476.75,0.094599294,,,,,172.2,0.121445687
477.9,0.094638017,,,,,172.4,0.121445687
478.7,0.094560572,,,,,172.65,0.121291519
479.6,0.094521849,,,,,172.9,0.121214435
480.65,0.094521849,,,,,173.1,0.120289428
481.65,0.094483126,,,,,173.35,0.120173802
482.55,0.094483126,,,,,173.6,0.121021725
483.55,0.094444404,,,,,173.85,0.120906099
484.45,0.094405681,,,,,174.05,0.120829016
485.2,0.094366959,,,,,174.3,0.11894046
486.2,0.094328236,,,,,174.55,0.118824834
487.15,0.094289513,,,,,174.75,0.120636306
488,0.094328236,,,,,175.05,0.12052068
488.95,0.094289513,,,,,175.25,0.118632124
489.45,0.094250791,,,,,175.55,0.12032797
490.5,0.094212068,,,,,175.75,0.118439415
491.5,0.094212068,,,,,176,0.120173802
492.35,0.094173346,,,,,176.25,0.118285247
493.2,0.094173346,,,,,176.5,0.120058177
494.1,0.094134623,,,,,176.7,0.118131079
494.7,0.094095901,,,,,176.95,0.119865467
495.65,0.094057178,,,,,177.25,0.119826925
496.45,0.094057178,,,,,177.45,0.117938369
497.35,0.094057178,,,,,177.65,0.117822743
,,,,,,177.95,0.117784201
,,,,,,178.15,0.117707118
,,,,,,178.35,0.119480047
,,,,,,178.65,0.117591492
,,,,,,178.9,0.117475866
,,,,,,179.15,0.117437324
,,,,,,179.45,0.117321698
,,,,,,179.7,0.117283156
,,,,,,179.9,0.119017544
,,,,,,180.15,0.117128988
,,,,,,180.4,0.117051904
,,,,,,180.7,0.116936279
,,,,,,180.95,0.116859195
,,,,,,181.2,0.116859195
,,,,,,181.4,0.116743569
,,,,,,181.7,0.118477957
,,,,,,181.95,0.117630034
,,,,,,182.25,0.116589401
,,,,,,182.5,0.116512317
,,,,,,182.7,0.116435233
,,,,,,182.95,0.118131079
,,,,,,183.2,0.118053995
,,,,,,183.5,0.11616544
,,,,,,183.75,0.116088356
,,,,,,184.05,0.117822743
,,,,,,184.25,0.117784201
,,,,,,184.55,0.117745659
,,,,,,184.8,0.117630034
,,,,,,185,0.11578002
,,,,,,185.25,0.115702936
,,,,,,185.6,0.117398782
,,,,,,185.85,0.11558731
,,,,,,186.15,0.115471684
,,,,,,186.4,0.115317517
,,,,,,186.7,0.115278975
,,,,,,186.95,0.115163349
,,,,,,187.2,0.115086265
,,,,,,187.45,0.115086265
,,,,,,187.75,0.115009181
,,,,,,188.05,0.114893555
,,,,,,188.3,0.114855013
,,,,,,188.6,0.114700845
,,,,,,188.85,0.114623761
,,,,,,189.2,0.114546678
,,,,,,189.4,0.114508136
,,,,,,189.75,0.116281065
,,,,,,190.05,0.11616544
,,,,,,190.35,0.114315426
,,,,,,190.7,0.114161258
,,,,,,191,0.115934188
,,,,,,191.25,0.114045632
,,,,,,191.55,0.11400709
,,,,,,191.9,0.113930006
,,,,,,192.2,0.113814381
,,,,,,192.5,0.113814381
,,,,,,192.85,0.115510226
,,,,,,193.15,0.113621671
,,,,,,193.4,0.113544587
,,,,,,193.75,0.113428961
,,,,,,194.1,0.115240433
,,,,,,194.5,0.113236251
,,,,,,194.8,0.113236251
,,,,,,195.1,0.113159167
,,,,,,195.4,0.113082083
,,,,,,195.75,0.113005
,,,,,,196.05,0.112966458
,,,,,,196.45,0.11281229
,,,,,,196.7,0.112735206
,,,,,,197,0.112696664
,,,,,,197.3,0.112658122
,,,,,,197.7,0.112581038
,,,,,,198.05,0.114315426
,,,,,,198.35,0.112388328
,,,,,,198.7,0.112388328
,,,,,,199.05,0.112272702
,,,,,,199.4,0.114045632
,,,,,,199.7,0.113236251
,,,,,,200,0.112079993
,,,,,,200.4,0.112041451
,,,,,,200.7,0.111964367
,,,,,,201.05,0.111887283
,,,,,,201.4,0.111848741
,,,,,,201.75,0.111771657
,,,,,,202.15,0.111733115
,,,,,,202.5,0.113467503
,,,,,,202.85,0.111578947
,,,,,,203.15,0.111540405
,,,,,,203.5,0.113274793
,,,,,,203.85,0.111386238
,,,,,,204.25,0.111309154
,,,,,,204.6,0.111193528
,,,,,,204.95,0.111193528
,,,,,,205.35,0.111077902
,,,,,,205.7,0.11103936
,,,,,,206.15,0.111964367
,,,,,,206.45,0.110885192
,,,,,,206.85,0.11084665
,,,,,,207.25,0.110769566
,,,,,,207.65,0.110692483
,,,,,,208,0.110615399
,,,,,,208.35,0.112388328
,,,,,,208.8,0.110499773
,,,,,,209.25,0.110422689
,,,,,,209.6,0.110345605
,,,,,,210.05,0.110268521
,,,,,,210.4,0.110229979
,,,,,,210.85,0.110229979
,,,,,,211.25,0.110114353
,,,,,,211.6,0.110075811
,,,,,,212,0.109998727
,,,,,,212.4,0.111771657
,,,,,,212.85,0.111733115
,,,,,,213.2,0.111694573
,,,,,,213.65,0.111578947
,,,,,,214.15,0.111578947
,,,,,,214.55,0.11142478
,,,,,,214.95,0.111386238
,,,,,,215.4,0.111347696
,,,,,,215.85,0.11123207
,,,,,,216.3,0.11123207
,,,,,,216.75,0.111154986
,,,,,,217.2,0.111077902
,,,,,,217.7,0.111000818
,,,,,,218.1,0.110962276
,,,,,,218.6,0.110923734
,,,,,,219.05,0.110885192
,,,,,,219.45,0.110808108
,,,,,,219.9,0.110769566
,,,,,,220.3,0.110731024
,,,,,,220.8,0.110653941
,,,,,,221.25,0.110576857
,,,,,,221.7,0.110538315
,,,,,,222.15,0.110499773
,,,,,,222.6,0.110422689
,,,,,,223.1,0.110384147
,,,,,,223.55,0.110307063
,,,,,,224.05,0.110268521
,,,,,,224.55,0.110191437
,,,,,,225,0.110114353
,,,,,,225.45,0.110037269
,,,,,,225.95,0.109998727
,,,,,,226.45,0.109998727
,,,,,,227,0.109960185
,,,,,,227.5,0.10984456
,,,,,,227.95,0.109767476
,,,,,,228.45,0.109728934
,,,,,,228.95,0.109690392
,,,,,,229.35,0.10965185
,,,,,,229.85,0.109574766
,,,,,,230.4,0.10945914
,,,,,,230.95,0.109420598
,,,,,,231.45,0.109420598
,,,,,,231.95,0.109382056
,,,,,,232.45,0.109343514
,,,,,,233,0.10926643
,,,,,,233.6,0.109227888
,,,,,,234.1,0.109189346
,,,,,,234.6,0.109150804
,,,,,,235.1,0.109112263
,,,,,,235.7,0.108996637
,,,,,,236.2,0.108996637
,,,,,,236.75,0.108996637
,,,,,,237.15,0.108919553
,,,,,,237.65,0.108881011
,,,,,,238.15,0.108803927
,,,,,,238.7,0.108726843
,,,,,,239.25,0.108649759
,,,,,,239.75,0.108572675
,,,,,,240.3,0.108534133
,,,,,,240.8,0.108534133
,,,,,,241.3,0.108418507
,,,,,,241.85,0.108379965
,,,,,,242.4,0.108341424
,,,,,,242.95,0.108302882
,,,,,,243.45,0.108187256
,,,,,,244.05,0.108148714
,,,,,,244.55,0.107917462
,,,,,,245.2,0.108033088
,,,,,,245.7,0.107994546
,,,,,,246.35,0.107956004
,,,,,,246.95,0.107840378
,,,,,,247.6,0.107840378
,,,,,,248.15,0.107801836
,,,,,,248.7,0.107724752
,,,,,,249.25,0.107532043
,,,,,,249.8,0.107570584
,,,,,,250.35,0.107377875
,,,,,,251,0.107454959
,,,,,,251.55,0.107300791
,,,,,,252.25,0.107377875
,,,,,,252.8,0.107339333
,,,,,,253.45,0.107300791
,,,,,,254.1,0.107030997
,,,,,,254.8,0.107146623
,,,,,,255.45,0.107069539
,,,,,,256.25,0.107030997
,,,,,,256.95,0.106953913
,,,,,,257.65,0.106915371
,,,,,,258.4,0.106838287
,,,,,,259.1,0.106799745
,,,,,,259.85,0.106568494
,,,,,,260.65,0.106568494
,,,,,,261.5,0.105682029
,,,,,,262.3,0.106568494
,,,,,,263.1,0.106568494
,,,,,,264,0.106375784
,,,,,,264.8,0.106452868
,,,,,,265.65,0.106260158
,,,,,,266.4,0.106183074
,,,,,,267.35,0.10471848
,,,,,,268.15,0.10610599
,,,,,,269,0.106067448
,,,,,,269.85,0.106028906
,,,,,,270.7,0.105913281
,,,,,,271.5,0.105913281
,,,,,,272.4,0.105836197
,,,,,,273.35,0.105759113
,,,,,,274.15,0.105874739
,,,,,,275.1,0.105643487
,,,,,,276.1,0.10610599
,,,,,,277.05,0.106067448
,,,,,,278.1,0.105990365
,,,,,,279,0.105951823
,,,,,,280,0.103909099
,,,,,,281,0.105373693
,,,,,,281.9,0.105258067
,,,,,,282.95,0.103677847
,,,,,,284,0.105296609
,,,,,,285.15,0.105643487
,,,,,,286.2,0.104140351
,,,,,,287.25,0.105527861
,,,,,,288.35,0.105489319
,,,,,,289.55,0.105412235
,,,,,,290.75,0.104949732
,,,,,,291.85,0.10333097
,,,,,,293,0.105180984
,,,,,,294.1,0.105180984
,,,,,,295.2,0.105219525
,,,,,,296.35,0.105142442
,,,,,,297.6,0.105065358
,,,,,,298.75,0.105026816
,,,,,,299.95,0.104949732
,,,,,,301.1,0.104988274
,,,,,,302.25,0.104949732
,,,,,,303.45,0.104834106
,,,,,,304.65,0.104795564
,,,,,,305.85,0.104757022
,,,,,,307.1,0.10471848
,,,,,,308.3,0.104679938
,,,,,,309.6,0.104641396
,,,,,,310.85,0.104564312
,,,,,,312,0.104564312
,,,,,,313.3,0.104487228
,,,,,,314.6,0.104371603
,,,,,,315.85,0.104333061
,,,,,,317.15,0.104255977
,,,,,,318.45,0.104371603
,,,,,,319.7,0.104333061
